序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
22,向英雄致敬//@房山区卫生局:,是,#721我们不能忘记的面孔#郭云峰，北京市房山长阳第二供水厂抢险队队长，一个正值青春、充满活力的年龄，却抛下了年轻的妻子和三岁的女儿，为保障良乡30万人供水安全，光荣牺牲。他生前的最后一句话是：闸门打开了，水来了。O网页链接 ​​​​,2012-08-02 14:19,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yvidsoyvA
23,转发微博,是,#卫生信息#卫生监督一家人 同甘共苦保民安——记援助专家支援房山卫生监督工作。感谢来自市卫生监督所李焕如、吴杰同志和东城、西城所星远东、杨保江同志，朝阳所刘志勇同志，海淀卫生监督所的同志们，在辛苦工作的同时，更默默无言地克服着自身困难。@北京卫生监督 ​​​​,2012-08-02 10:52,1,评论,赞,微博桌面,https://weibo.com/2647806223/yvgREcn8J
24,转发微博,是,【肠胃健康小贴士】1、菜要烧熟煮透，冰箱里的剩菜隔夜后应重新加热 2、蔬菜应用水浸泡半小时以上，中间换水2-3次 3、冰箱内贮存食品时，应该生熟分开 4、不喝生水 5、饭前用流动水洗手 6、洗干净的碗筷应由其自然干燥，不要擦干后存放 7、多吃醋和大蒜，有助于预防肠道传染病。（敬请关注@MSN健康 ） ​​​​,2012-08-02 09:09,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yvgbIqZT7
25,转发微博,是,食品安全5要点：食物烧熟煮透很关键，不要贪图口感鲜嫩而给细菌病毒寄生虫钻了空子。肉禽蛋海产等高蛋白食品尤其要注意，特别是大块的、带馅的、外焦里嫩的。喜欢带饭的童鞋们，热饭热菜也一定要热透，要不吃拉肚了俺可不给报销医药费哦~~~另外豆角没煮透也是常见的食物中毒原因，亲们知道就好。 ​​​​,2012-08-01 21:27,转发,评论,赞,微博 weibo.com,https://weibo.com/2647806223/yvbAKluZK
26,转发微博,是,预防食源性疾患的十项建议：6、不食用来历不明的食品；7、不饮用不洁净的水或者未煮熟的自来水；8、直接食用的瓜果应用洁净的水彻底清洗并可去皮；9、进食前或便后应将双手洗净；10、在进食的过程中如发现异常，应立即停止进食。@大兴卫生 ​​​​,2012-08-01 21:26,转发,评论,赞,微博 weibo.com,https://weibo.com/2647806223/yvbAobNpO
27,转发微博,是,邯郸市卫生监督所友情提示：洪涝灾害请注意饮水安全。 ​​​​,2012-07-31 10:21,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuXNSidnH
28,//@北京12320在聆听:[霹雳],是,【今日雨不断 大家要防范】31日7时北京气象信息：昨天傍晚到夜间本市普降大雨，今天降水还将持续，雨势相对平缓，白天阴有中到大雨，夜间小到中雨，气温25到22℃。雨天路滑，早晚高峰交通压力会比较大，开车的朋友要减速慢行，保持安全车距，山区做好山洪泥石流等地质灾害的防范工作。 ​​​​,2012-07-31 10:09,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuXJdA0tp
29,转发微博,是,突遇洪水时，如何避险？2、被洪水围困，有通讯条件的，可利用通讯工具寻求救援；无通讯条件的，要想办法向外界发出紧急求助信号，可制造烟火或来回挥动颜色鲜艳的衣物或集体同声呼救，不断向外界发出紧急求助信号；同时要寻找体积较大的漂浮物等，主动采取自救措施。 ​​​​,2012-07-31 08:55,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuXeYoLX2
30,7月28日起，由市级专家参与组成的9个生活饮用水卫生监督应急小分队，已分赴房山区180多个村镇，对近600家生活饮用水水质卫生情况开展地毯式排查，全力保障灾区群众饮水安全卫生。 ​​​​,否,,2012-07-30 17:26,83,13,赞,微博 weibo.com,https://weibo.com/2647806223/yuRa6jiFB
31,转发微博,是,【汛期温馨提示】4.皮肤：接触雨水、污水后要用清水充分清洗干净，以免引发各种皮肤炎症。 5.蚊蝇：经常及时清理居室周边及居室内的雨水、积水、垃圾，减少蚊虫滋生，防蚊和灭蝇，使用蚊帐。 @北京大兴 @首都健康 ​​​​,2012-07-30 17:05,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuR1x46RG
32,//@大兴卫生://@北京大兴: 转发微博,是,【建议收藏——本市下凹式立交桥】从交通北京微博中看到的信息，交通北京的小编为了大家看着不眼晕分了几条发布，小布整理成一条长微博，建议大家收藏。以后再有比较大的雨情时您先查看一下自己回家路上是否要经过这些桥区，看看能否找到更好的绕行路线。感谢交通北京小编辛苦整理。 ​​​​,2012-07-30 16:01,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuQBzwrPg
33,转发微博,是,【汛期温馨提示】1.食物：不吃被雨水浸泡过的食品；不吃霉变米面；不吃未洗净的瓜果；不吃生冷食物；不吃受污染的食品；如果暂时没有新鲜烹调的食物，建议食用合格的袋装食品。@首都健康 @北京大兴  ​​​​,2012-07-30 15:31,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuQpha2tF
34,//@北京卫生监督:地铁中的集中空调通风系统属于我们监管。,是,向 @北京卫生监督 提问：管庄地铁附近的卫生非常糟糕，有人管吗？ O网页链接 ​​​​,2012-07-30 10:32,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuOs6y9t9
35,//@北京卫生监督:主要是管理方要做好集中空调的卫生管理维护。个人在空调下，不会有什么影响。,是,,2012-07-30 10:32,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuOs4u3zc
36,//@北京12320在聆听:高温环境下，千万别把孩子单独放在密闭的车里。,是,【2岁幼童高温下被锁车内 救出已昏迷】7月27日中午，在青岛国际会展中心附近，一名2岁左右的宝宝被困在车内，由于没有找到钥匙，最终砸碎车窗玻璃将中暑昏迷宝宝从车内解救出来，还好孩子救出及时并无大碍。警方提醒：高温环境下，千万别把孩子单独放在密闭的车里。 ​​​​,2012-07-30 10:17,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuOlHpwVm
37,关注,是,关注#写字楼空调#安全，集中空调百日专项整治正在进行中！今天（7月30日）上午10点，@北京卫生监督 做客微访谈，和大家聊聊写字楼空调，集中空调通风系统的安全使用，军团菌对人体有什么危害？欢迎大家提问！地址：O网页链接 ​​​​,2012-07-30 09:22,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuNZqyQUy
38,感谢兄弟区县的支持//@全国卫生监督技能竞赛:#卫生监督在行动#救灾工作来支持，卫生监督是一家。 @房山区卫生局 @北京房山卫生监督 @北京卫生监督,是,#卫生信息#7月28日上午8时，北京市卫生监督所所长李亚京带领来自四个区县、五个单位的10名生活饮用水领域的业务骨干来到房山卫生监督所对救灾工作予以支援。市卫生监督所所长李亚京表示全市卫生监督是一家，支持房山区卫生监督救灾工作是市卫生监督所的重要职责。 ​​​​,2012-07-30 08:53,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuNNTbUft
39,向英雄致敬,是,【英雄，敬礼！】“你要哭了我就抽你，我要哭了你就抽我。”李方洪80岁的母亲抚着儿媳李贵平的手叮嘱着。早晨7点整，8名礼兵抬着李方洪的棺木，缓步走出医院的太平间，上百名曾经和李方洪在一起的战友齐齐地敬礼。从医院到高速路入口，近10公里的路，路两边数千名群众送别李方洪。O网页链接 ​​​​,2012-07-30 08:49,2,评论,赞,微博桌面,https://weibo.com/2647806223/yuNM5bOzW
40,转发微博,是,夏季选择食物要注意：（续） 7.不要吃隔夜凉拌菜。8.不要吃馊饭菜和腐败变质食品。 9.不吃过期食品。10.不要吃发芽的土豆、腐烂的瓜果。11.不要购买制作、销售不卫生的食品。12.不要使用未消毒过的餐具。13.不要举办大型聚餐。 ​​​​,2012-07-30 08:05,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuNubCYzy
41,//@北京12320在聆听://@北京怀柔健康教育: 及时的知识,是,[霉变粮食引起的霉菌毒素食物中毒]真菌性食物中毒是由于真菌毒素污染了食物（大多数真菌毒素不容易被烹煮的高温所破坏）而引起。急性真菌食物中毒潜伏期短，常引起胃肠症状如恶心、呕吐、腹胀、腹痛、偶有腹泻，而后出现体内各器官系统（肝、肾、神经、血液）的损害。 ​​​​,2012-07-29 20:00,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuIKdn94w
42,转发微博,是,#卫生信息#7月28日上午8时，北京市卫生监督所所长李亚京带领来自四个区县、五个单位的10名生活饮用水领域的业务骨干来到房山卫生监督所对救灾工作予以支援。市卫生监督所所长李亚京表示全市卫生监督是一家，支持房山区卫生监督救灾工作是市卫生监督所的重要职责。 ​​​​,2012-07-29 11:29,1,1,赞,微博 weibo.com,https://weibo.com/2647806223/yuFoEEfGx
43,转发微博,是,水灾后病媒生物防制措施1、环境防制：环境治理是最有效措施之一。水灾发生时，应及时处理人和动物尸体，搭建临时厕所，集中处理粪便，清理街道或居民区周围的淤泥和垃圾，填平或疏导地面积水，生活垃圾集中堆放，翻盆倒罐，倾倒各种积水。居民住所应完善防蚊蝇设施，安装纱门纱窗，使用蚊帐 ​​​​,2012-07-29 08:27,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuEcB4CQr
44,转发微博,是,#卫生信息#水灾发生后，房山区卫生局卫生监督所调整科室设置，成立临时应急小分队，对全区集中供水以及农村自备水源进行监督检测。 ​​​​,2012-07-28 17:27,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuyjswTz7
45,各游泳场馆经营单位：  为确保我区暴雨过后游泳场馆卫生安全，保障人民群众身体健康，预防出血性结膜炎等传染病的暴发流行，现对我区游泳场馆经营单位提出以下卫生要求，请遵照执行： ​​​​,否,,2012-07-28 16:10,转发,评论,赞,政府版微博,https://weibo.com/2647806223/yuxOdfgiF
46,各餐饮经营单位：  为确保我区暴雨过后餐饮服务环节食品安全，保障人民群众身体健康，现对我区餐饮服务单位提出以下卫生要求： ​​​​,否,,2012-07-28 16:08,转发,评论,赞,政府版微博,https://weibo.com/2647806223/yuxNo801p
47,转发微博,是,#雨情信息更正#27日8时至28日8时全区平均降雨29.7毫米，平原最大房山降雨83毫米，山区最大降雨漫水河33毫米，全区累计平均降雨539毫米，去年同期350.8毫米。 ​​​​,2012-07-28 09:13,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuv54fphX
48,房山加油,是,房山加油！【视频：房山不哭！纪念721房山特大暴雨受灾】 O网页链接  （分享自 @优酷网） ​​​​,2012-07-28 09:13,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuv4ZfnYb
49,//@北京房山健康教育:转发微博,是,【晨报遇险救生指南：面对危险我们该怎么办？】生活在现代化大都市里，可曾想到一场暴雨会如此致命？许多事故都在意料之外，许多逃生知识却应该常留身边。新闻晨报制作了一期遇险救生指南，真心希望各位永远都用不上这份指南，但又希望这份指南能在关键时刻发挥作用。O网页链接 本报 ​​​​,2012-07-28 08:27,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuuMknGG2
50,转发微博,是,#雨情播报#27日8时至28日8时全区平均降雨28.9毫米，平原最大房山降雨83毫米，山区最大降雨漫水河33毫米，全区累计平均降雨538.2毫米，去年同期350.8毫米。 ​​​​,2012-07-28 08:27,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuuM7oB14
51,//@北京房山健康教育:转发微博,是,【发生饮水污染如何处理？】当发生饮水污染时，立即停止饮用，并立即上报村委会、乡、镇政府等有关部门，采取相应措施。 ​​​​,2012-07-28 08:01,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuuBGgUlq
52,转发微博,是,【北京城区即将出现短时强降雨】这场降雨南起房山，目前正向北发展，19-20时周口店26.7mm、琉璃河环岛18.1mm，截至20:12，系统北端已接近城区，预计很快城区降雨会加强，短时强度较大，但持续时间不超过3小时，此次过程伴随雷电，提醒大家请注意防雨防雷。 @天气预报 ​​​​,2012-07-27 20:36,1,1,赞,微博桌面,https://weibo.com/2647806223/yuq7EpyY4
53,//@北京市疾病预防控制中心:视频演示版的#水灾后消毒原则、方法和注意事项#北京市疾控中心提醒大家，特大自然灾害后特别要注重消毒和环境卫生的清理，以免引起污染和传染病的发生。@首都健康 @北京发布 @北京12320在聆听 @政府微博助理 @与点阁 @我在120上班 @北京晚报,是,最近北京地区遭遇强暴雨，水灾后家庭如何消毒防疫？我的同事来为大家介绍消毒方法及注意事项。视频：水灾后家庭如何消毒防疫 O网页链接  （分享自 @新浪视频） ​​​​,2012-07-27 20:05,1,1,赞,微博桌面,https://weibo.com/2647806223/yupUZ1i4x
54,转发微博,是,#好人故事#郭云峰事迹报道《好人故事特别报道—阀门打开了，水来了》今晚22：30在北京卫士播出，敬请关注！！！ ​​​​,2012-07-27 20:04,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yupUPxD0y
55,转发微博,是,【北京雷电黄色预警】北京市气象局官方微博消息：北京市气象台傍晚19时30分发布雷电黄色预警信号：受对流云团影响，预计未来3小时内本市房山、门头沟、大兴、通州、城区南部等地将出现雷雨天气，短时雨强可达10毫米/小时左右，请注意防护。 ​​​​,2012-07-27 20:04,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yupUD9UqL
56,转发微博,是,#雨情播报#雷电黄色预警信号：受对流云团影响，预计未来3小时内我区将出现雷雨天气，短时雨强可达10毫米/小时左右，请注意防护。 ​​​​,2012-07-27 20:04,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yupUzAVpk
57,转发微博,是,【雷雨天气防病四项注意】一、穿衣有选择，女性尽量不要穿超短裙，以防膝盖受寒导致风湿病。衣物宜选择质地轻柔、干爽、透气性佳的面料；二、饮食调养祛湿防病，饮食应清淡、多样化，多食营养丰富的果蔬和蛋白质；三、住处注意通风有助防病；四、外出需注意闪避雷暴危险。（敬请关注@MSN健康 ） ​​​​,2012-07-27 18:02,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yup7e5cK9
58,请大家注意安全,是,【北京发布地质灾害黄色预警】北京气象局官方微博消息：北京国土资源局与气象局今天16时10分联合发布地质灾害黄色预警：28日午后到夜间，平谷、密云、怀柔、房山、门头沟等部分山区发生泥石流、崩塌、滑坡等地质灾害的可能性较大，地质灾害预警等级为3级（黄色预警）。请有关部门加强监测、注意防范。 ​​​​,2012-07-27 17:39,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuoXDeP1C
59,转发微博,是,房山区健康教育所提示：居民不要捞吃被洪水淹死的鱼、虾、猪、鸡、鸭等水产和畜禽类，因为这些被淹死的动物尸体有可能被污染。 ​​​​,2012-07-27 15:30,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuo7hgoQe
60,转发微博,是,房山区健康教育所提示：洪水肆溢，导致厕所、垃圾、下水道污水中有害微生物和致病菌污染水面，请居民不要在被洪水淹过的水沟、池塘、河流里打捞鱼虾。 ​​​​,2012-07-27 15:29,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuo7g6hyU
61,转发微博,是,房山区健康教育所提示：要喝开水，不要喝生水，要饭前便后洗手，不要用脏水洗瓜果蔬菜，不要吃腐败变质或被洪水浸泡过的食物。 ​​​​,2012-07-27 15:29,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuo7ejN90
62,转发微博,是,#卫生信息#7月27日上午，房山区卫生局监督所及琉璃河镇政府领导到琉璃河镇社区卫生服务中心检查指导工作。监督所、镇政府领导要求中心要做好灾后防病救灾工作，注意做好消毒工作，做好健康宣传教育工作。 ​​​​,2012-07-27 15:29,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuo6UwJM2
63,转发微博,是,#卫生信息# 水灾后个人健康指南：洪涝灾害给我们的工作、学习、生活带来一定的困难和影响，但是，我们要以积极的态度面对困难，用科学技术指导自己战胜灾害，讲科学、不迷信，一定会重建家园。 ​​​​,2012-07-26 17:16,3,评论,赞,微博 weibo.com,https://weibo.com/2647806223/yufnMDcqn
64,转发微博,是,#健康知识# 水灾后个人健康指南：3、要吃新鲜的食物，不要吃腐败变质的或被洪水浸泡过的食物。4、饭前便后要洗手，不要随地吐痰和大小便。5、要做好环境消毒和灭蝇、灭蚊、灭鼠工作，不要让蚊蝇孳生。6、垃圾、废墟要及时填埋、清理。不要吃淹死、病死的禽畜。 ​​​​,2012-07-26 16:55,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuffmw1GZ
65,转发微博,是,"#健康知识# 水灾后个人健康指南：为了防止水灾之后带来的次生灾害，如肠道传染病、虫媒疾病和自然疫源性疾病等，请大家要做到“十要十不要”：1、要喝开水 ,不要喝生水。洪水后饮用水容易被污染，煮沸消毒最简便有效。2、食物要煮熟煮透，不要吃生冷食物。生冷食物容易繁殖细菌，食后易致病。 ​​​​",2012-07-26 16:55,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuffkak6g
66,转发微博,是,#健康知识# 水灾后个人健康指南：3、要吃新鲜的食物，不要吃腐败变质的或被洪水浸泡过的食物。4、饭前便后要洗手，不要随地吐痰和大小便。5、要做好环境消毒和灭蝇、灭蚊、灭鼠工作，不要让蚊蝇孳生。6、垃圾、废墟要及时填埋、清理。不要吃淹死、病死的禽畜。 ​​​​,2012-07-26 16:55,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuffhuA4y
67,转发微博,是,#健康知识# 水灾后个人健康指南 7、要做好环境消毒工作，不要让脏臭骚扰。尽可能让灾后的生活、工作有个干净卫生的环境。8、要防中暑、受凉、蚊虫叮咬，不要贪凉露宿。9、生病要及时就医，不要忌医和迷信。 ​​​​,2012-07-26 16:55,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yufff8Shl
68,转发微博,是,#健康知识# 水灾后个人健康指南 10、发现传染病要及时报告，不要知情不报。任何人发现传染病和不明原因疾病，均有义务向当地医疗卫生单位报告，以便及时调查处理。 ​​​​,2012-07-26 16:55,转发,评论,赞,微博桌面,https://weibo.com/2647806223/yuffdDZ1q
69,转发微博,是,#卫生信息# 为保障农家院食品安全，7月25日，@北京房山卫生监督 前往大石窝镇后石门等受灾村，到农家院查看灾情。监督员们向农家院负责人介绍了灾后重建注意事项，详细讲解重建中维护好个人健康卫生，预防传染病等疫情，注意饮用水卫生安全，预防和控制暴雨洪涝后食物中毒及生活饮用水污染事件的发生。 ​​​​,2012-07-26 16:26,1,评论,赞,微博桌面,https://weibo.com/2647806223/yuf3rcBWV
70,全区市民你们好：          为有效预防和控制暴雨洪涝后食物中毒及生活饮用水污染事件的发生，保障灾后全体居民身体健康，请广大市民要特别注意食品安全和饮水卫生安全，并注意做到以下基几点： ​​​​,否,,2012-07-26 16:04,55,3,赞,政府版微博,https://weibo.com/2647806223/yueUyFcpw
